CMDLINE /usr/bin/python3 DQfDTest.py
MEM 3408.800781 1523271360.9986
MEM 3413.699219 1523271361.0989
MEM 3419.113281 1523271361.1994
MEM 3422.207031 1523271361.2998
MEM 3423.496094 1523271361.4003
MEM 3423.496094 1523271361.5007
MEM 3423.496094 1523271361.6012
MEM 3407.105469 1523271361.7017
MEM 3407.105469 1523271361.8022
MEM 3407.105469 1523271361.9026
MEM 3407.105469 1523271362.0032
MEM 3409.679688 1523271362.1036
MEM 3414.835938 1523271362.2041
MEM 3419.992188 1523271362.3045
MEM 3422.054688 1523271362.4050
MEM 3423.343750 1523271362.5055
MEM 3423.343750 1523271362.6060
MEM 3423.343750 1523271362.7065
MEM 3406.855469 1523271362.8069
MEM 3406.855469 1523271362.9074
MEM 3406.855469 1523271363.0079
MEM 3408.140625 1523271363.1084
MEM 3412.781250 1523271363.2089
MEM 3418.195312 1523271363.3094
MEM 3421.546875 1523271363.4099
MEM 3422.578125 1523271363.5104
MEM 3422.578125 1523271363.6109
MEM 3422.578125 1523271363.7113
MEM 3406.843750 1523271363.8119
MEM 3406.843750 1523271363.9124
MEM 3406.843750 1523271364.0129
MEM 3406.843750 1523271364.1134
MEM 3410.191406 1523271364.2140
MEM 3415.863281 1523271364.3144
MEM 3421.277344 1523271364.4149
MEM 3422.308594 1523271364.5155
MEM 3423.597656 1523271364.6160
MEM 3423.597656 1523271364.7165
MEM 3407.445312 1523271364.8170
MEM 3408.191406 1523271364.9175
MEM 3408.191406 1523271365.0179
MEM 3408.191406 1523271365.1185
MEM 3409.878906 1523271365.2190
MEM 3415.292969 1523271365.3195
MEM 3420.707031 1523271365.4200
MEM 3423.542969 1523271365.5205
MEM 3424.832031 1523271365.6209
MEM 3424.832031 1523271365.7213
MEM 3424.832031 1523271365.8218
MEM 3409.156250 1523271365.9223
MEM 3409.156250 1523271366.0227
MEM 3409.156250 1523271366.1232
MEM 3409.156250 1523271366.2237
MEM 3411.988281 1523271366.3242
MEM 3417.402344 1523271366.4247
MEM 3422.558594 1523271366.5251
MEM 3424.363281 1523271366.6256
MEM 3425.652344 1523271366.7261
MEM 3425.652344 1523271366.8266
MEM 3425.652344 1523271366.9271
MEM 3410.050781 1523271367.0276
MEM 3410.050781 1523271367.1280
MEM 3410.050781 1523271367.2285
MEM 3410.304688 1523271367.3290
MEM 3414.687500 1523271367.4295
MEM 3420.359375 1523271367.5300
MEM 3424.742188 1523271367.6305
MEM 3425.773438 1523271367.7310
MEM 3425.773438 1523271367.8315
MEM 3425.773438 1523271367.9319
MEM 3410.046875 1523271368.0325
MEM 3410.296875 1523271368.1330
MEM 3410.296875 1523271368.2335
MEM 3410.296875 1523271368.3340
MEM 3413.128906 1523271368.4344
MEM 3418.800781 1523271368.5349
MEM 3424.214844 1523271368.6354
MEM 3425.503906 1523271368.7359
MEM 3426.019531 1523271368.8364
MEM 3426.019531 1523271368.9369
MEM 3409.945312 1523271369.0374
MEM 3409.945312 1523271369.1378
MEM 3409.945312 1523271369.2381
MEM 3409.945312 1523271369.3385
MEM 3412.261719 1523271369.4388
MEM 3417.675781 1523271369.5392
MEM 3423.089844 1523271369.6396
MEM 3424.894531 1523271369.7399
MEM 3426.183594 1523271369.8403
MEM 3426.183594 1523271369.9407
MEM 3409.796875 1523271370.0410
MEM 3409.796875 1523271370.1414
MEM 3409.796875 1523271370.2418
MEM 3409.796875 1523271370.3422
MEM 3409.796875 1523271370.4427
MEM 3413.917969 1523271370.5431
MEM 3419.332031 1523271370.6435
MEM 3424.488281 1523271370.7440
MEM 3425.261719 1523271370.8445
MEM 3425.519531 1523271370.9450
MEM 3425.519531 1523271371.0454
MEM 3409.437500 1523271371.1458
MEM 3409.437500 1523271371.2463
MEM 3409.437500 1523271371.3467
MEM 3409.437500 1523271371.4472
MEM 3410.980469 1523271371.5476
MEM 3416.394531 1523271371.6481
MEM 3421.550781 1523271371.7487
MEM 3424.644531 1523271371.8492
MEM 3425.675781 1523271371.9496
MEM 3425.933594 1523271372.0501
MEM 3425.933594 1523271372.1505
MEM 3410.242188 1523271372.2509
MEM 3410.996094 1523271372.3513
MEM 3410.996094 1523271372.4518
MEM 3410.996094 1523271372.5522
MEM 3410.996094 1523271372.6526
MEM 3410.996094 1523271372.7529
MEM 3410.996094 1523271372.8532
MEM 3410.996094 1523271372.9545
MEM 3410.996094 1523271373.0549
MEM 3410.996094 1523271373.1555
MEM 3410.996094 1523271373.2559
MEM 3410.996094 1523271373.3563
MEM 3410.996094 1523271373.4567
MEM 3410.996094 1523271373.5572
MEM 3410.996094 1523271373.6575
MEM 3410.996094 1523271373.7580
MEM 3410.996094 1523271373.8583
MEM 3411.250000 1523271373.9587
MEM 3411.250000 1523271374.0592
MEM 3411.250000 1523271374.1596
MEM 3411.250000 1523271374.2600
MEM 3411.250000 1523271374.3604
MEM 3411.250000 1523271374.4608
MEM 3411.250000 1523271374.5612
MEM 3411.250000 1523271374.6616
MEM 3411.250000 1523271374.7622
MEM 3411.250000 1523271374.8626
MEM 3411.250000 1523271374.9629
MEM 3411.250000 1523271375.0633
MEM 3411.250000 1523271375.1638
MEM 3411.250000 1523271375.2642
MEM 3411.250000 1523271375.3646
MEM 3411.250000 1523271375.4651
MEM 3411.250000 1523271375.5655
MEM 3411.250000 1523271375.6659
MEM 3411.250000 1523271375.7662
MEM 3411.250000 1523271375.8666
MEM 3411.250000 1523271375.9670
MEM 3411.250000 1523271376.0674
MEM 3411.250000 1523271376.1677
MEM 3411.250000 1523271376.2682
MEM 3411.250000 1523271376.3685
MEM 3411.250000 1523271376.4689
MEM 3411.250000 1523271376.5693
MEM 3411.250000 1523271376.6697
MEM 3411.250000 1523271376.7702
MEM 3411.250000 1523271376.8708
MEM 3411.250000 1523271376.9712
MEM 3411.250000 1523271377.0717
MEM 3411.484375 1523271377.1721
MEM 3411.640625 1523271377.2725
MEM 3411.625000 1523271377.3729
MEM 3411.625000 1523271377.4733
MEM 3411.625000 1523271377.5736
MEM 3411.625000 1523271377.6740
MEM 3411.625000 1523271377.7744
MEM 3411.625000 1523271377.8748
MEM 3411.625000 1523271377.9751
MEM 3411.625000 1523271378.0755
MEM 3411.625000 1523271378.1760
MEM 3411.625000 1523271378.2764
MEM 3411.625000 1523271378.3769
MEM 3411.625000 1523271378.4773
MEM 3411.625000 1523271378.5776
MEM 3428.363281 1523271378.6781
MEM 3484.691406 1523271378.7786
MEM 3541.925781 1523271378.8790
MEM 3553.269531 1523271378.9795
MEM 3566.417969 1523271379.0800
MEM 3600.707031 1523271379.1806
MEM 3631.644531 1523271379.2811
MEM 3664.902344 1523271379.3816
MEM 3671.347656 1523271379.4820
MEM 3674.441406 1523271379.5825
MEM 3674.441406 1523271379.6830
MEM 3658.730469 1523271379.7835
MEM 3658.730469 1523271379.8841
MEM 3691.359375 1523271379.9845
MEM 3809.730469 1523271380.0849
MEM 3938.015625 1523271380.1852
MEM 3938.015625 1523271380.2855
MEM 4061.839844 1523271380.3859
MEM 4179.078125 1523271380.4863
MEM 4289.156250 1523271380.5867
MEM 4265.230469 1523271380.6871
MEM 4277.863281 1523271380.7876
MEM 4287.917969 1523271380.8881
MEM 4316.019531 1523271380.9887
MEM 4351.339844 1523271381.0891
MEM 4386.402344 1523271381.1896
MEM 4404.964844 1523271381.2901
MEM 4408.316406 1523271381.3906
MEM 4409.089844 1523271381.4911
MEM 4409.089844 1523271381.5916
MEM 4414.503906 1523271381.6920
MEM 4415.457031 1523271381.7926
MEM 4398.039062 1523271381.8930
MEM 4396.011719 1523271381.9935
MEM 4397.296875 1523271382.0939
MEM 4397.554688 1523271382.1943
MEM 4397.812500 1523271382.2947
MEM 4397.812500 1523271382.3951
MEM 4398.070312 1523271382.4954
MEM 4398.582031 1523271382.5958
MEM 4399.613281 1523271382.6962
MEM 4398.132812 1523271382.7966
MEM 4395.726562 1523271382.8969
MEM 4397.730469 1523271382.9973
MEM 4392.789062 1523271383.0975
MEM 4393.867188 1523271383.1979
MEM 4399.300781 1523271383.2983
MEM 4420.183594 1523271383.3987
MEM 4394.765625 1523271383.4991
MEM 4399.917969 1523271383.5995
MEM 4395.339844 1523271383.6999
MEM 4400.808594 1523271383.8003
MEM 4421.691406 1523271383.9008
MEM 4396.468750 1523271384.0012
MEM 4400.847656 1523271384.1015
MEM 4396.722656 1523271384.2019
MEM 4401.875000 1523271384.3023
MEM 4398.523438 1523271384.4027
MEM 4402.390625 1523271384.5030
MEM 4423.015625 1523271384.6035
MEM 4397.238281 1523271384.7038
MEM 4397.238281 1523271384.8043
MEM 4397.238281 1523271384.9047
MEM 4402.390625 1523271385.0051
MEM 4398.179688 1523271385.1055
MEM 4403.332031 1523271385.2059
MEM 4416.996094 1523271385.3063
MEM 4398.179688 1523271385.4067
MEM 4398.179688 1523271385.5071
MEM 4398.179688 1523271385.6076
MEM 4403.332031 1523271385.7079
MEM 4398.179688 1523271385.8083
MEM 4403.812500 1523271385.9087
MEM 4421.343750 1523271386.0092
MEM 4398.660156 1523271386.1096
MEM 4398.660156 1523271386.2100
MEM 4398.660156 1523271386.3104
MEM 4398.660156 1523271386.4109
MEM 4398.660156 1523271386.5113
MEM 4403.812500 1523271386.6117
MEM 4406.648438 1523271386.7121
MEM 4398.914062 1523271386.8125
MEM 4398.914062 1523271386.9129
MEM 4398.914062 1523271387.0134
MEM 4404.066406 1523271387.1138
MEM 4398.914062 1523271387.2141
MEM 4404.066406 1523271387.3145
MEM 4424.691406 1523271387.4150
MEM 4398.914062 1523271387.5154
MEM 4402.261719 1523271387.6158
MEM 4398.914062 1523271387.7162
MEM 4404.066406 1523271387.8165
MEM 4404.582031 1523271387.9169
MEM 4398.914062 1523271388.0173
MEM 4424.691406 1523271388.1178
MEM 4398.914062 1523271388.2181
MEM 4398.914062 1523271388.3185
MEM 4398.914062 1523271388.4189
MEM 4404.066406 1523271388.5193
MEM 4398.914062 1523271388.6197
MEM 4404.433594 1523271388.7200
MEM 4411.910156 1523271388.8205
MEM 4399.281250 1523271388.9209
MEM 4423.121094 1523271389.0212
MEM 4399.281250 1523271389.1216
MEM 4399.281250 1523271389.2219
MEM 4399.281250 1523271389.3223
MEM 4404.433594 1523271389.4226
MEM 4399.281250 1523271389.5231
MEM 4404.433594 1523271389.6235
MEM 4414.230469 1523271389.7239
MEM 4399.281250 1523271389.8243
MEM 4399.281250 1523271389.9247
MEM 4399.281250 1523271390.0251
MEM 4399.281250 1523271390.1255
MEM 4399.281250 1523271390.2259
MEM 4404.433594 1523271390.3263
MEM 4401.339844 1523271390.4267
MEM 4404.433594 1523271390.5271
MEM 4411.652344 1523271390.6276
MEM 4399.539062 1523271390.7280
MEM 4399.539062 1523271390.8285
MEM 4399.539062 1523271390.9289
MEM 4404.691406 1523271391.0293
MEM 4399.539062 1523271391.1297
MEM 4404.691406 1523271391.2302
MEM 4425.316406 1523271391.3308
MEM 4399.539062 1523271391.4313
MEM 4404.691406 1523271391.5317
MEM 4399.539062 1523271391.6321
MEM 4404.691406 1523271391.7325
MEM 4401.339844 1523271391.8329
MEM 4404.691406 1523271391.9333
MEM 4423.253906 1523271392.0339
MEM 4399.539062 1523271392.1343
MEM 4399.539062 1523271392.2347
MEM 4399.539062 1523271392.3351
MEM 4404.691406 1523271392.4357
MEM 4399.539062 1523271392.5362
MEM 4404.691406 1523271392.6366
MEM 4399.539062 1523271392.7369
MEM 4399.539062 1523271392.8373
MEM 4425.316406 1523271392.9378
MEM 4399.539062 1523271393.0382
MEM 4399.539062 1523271393.1385
MEM 4399.539062 1523271393.2389
MEM 4404.691406 1523271393.3392
MEM 4399.539062 1523271393.4396
MEM 4404.691406 1523271393.5400
MEM 4399.539062 1523271393.6403
MEM 4399.539062 1523271393.7407
MEM 4424.800781 1523271393.8412
MEM 4399.539062 1523271393.9417
MEM 4399.539062 1523271394.0421
MEM 4399.539062 1523271394.1425
MEM 4404.691406 1523271394.2428
MEM 4400.031250 1523271394.3433
MEM 4405.183594 1523271394.4436
MEM 4416.785156 1523271394.5441
MEM 4400.031250 1523271394.6444
MEM 4400.031250 1523271394.7448
MEM 4400.031250 1523271394.8452
MEM 4405.183594 1523271394.9455
MEM 4407.761719 1523271395.0460
MEM 4400.031250 1523271395.1462
MEM 4425.808594 1523271395.2467
MEM 4400.031250 1523271395.3469
MEM 4400.031250 1523271395.4473
MEM 4400.031250 1523271395.5477
MEM 4404.925781 1523271395.6480
MEM 4400.031250 1523271395.7484
MEM 4405.183594 1523271395.8487
MEM 4400.031250 1523271395.9491
MEM 4405.183594 1523271396.0495
MEM 4416.269531 1523271396.1500
MEM 4400.031250 1523271396.2505
MEM 4410.367188 1523271396.3509
MEM 4400.031250 1523271396.4513
MEM 4400.031250 1523271396.5518
MEM 4400.031250 1523271396.6523
MEM 4405.183594 1523271396.7525
MEM 4400.031250 1523271396.8529
MEM 4400.031250 1523271396.9534
MEM 4425.808594 1523271397.0539
MEM 4400.031250 1523271397.1543
MEM 4402.347656 1523271397.2547
MEM 4400.031250 1523271397.3551
MEM 4405.183594 1523271397.4555
MEM 4400.031250 1523271397.5559
MEM 4405.183594 1523271397.6563
MEM 4420.136719 1523271397.7567
MEM 4400.031250 1523271397.8571
MEM 4400.031250 1523271397.9575
MEM 4400.031250 1523271398.0579
MEM 4405.183594 1523271398.1583
MEM 4406.988281 1523271398.2588
MEM 4400.031250 1523271398.3592
MEM 4413.871094 1523271398.4597
MEM 4400.531250 1523271398.5603
MEM 4401.042969 1523271398.6608
MEM 4400.531250 1523271398.7611
MEM 4405.683594 1523271398.8615
MEM 4408.003906 1523271398.9620
MEM 4400.531250 1523271399.0624
MEM 4400.531250 1523271399.1627
MEM 4400.531250 1523271399.2631
MEM 4405.937500 1523271399.3635
MEM 4400.785156 1523271399.4640
MEM 4405.937500 1523271399.5643
MEM 4401.027344 1523271399.6646
MEM 4406.179688 1523271399.7650
MEM 4405.148438 1523271399.8654
MEM 4401.027344 1523271399.9657
MEM 4426.804688 1523271400.0661
MEM 4401.027344 1523271400.1665
MEM 4401.027344 1523271400.2670
MEM 4401.027344 1523271400.3675
MEM 4401.027344 1523271400.4679
MEM 4401.027344 1523271400.5683
MEM 4406.179688 1523271400.6686
MEM 4401.027344 1523271400.7690
MEM 4406.179688 1523271400.8694
MEM 4403.085938 1523271400.9698
MEM 4401.027344 1523271401.0701
MEM 4426.804688 1523271401.1707
MEM 4401.027344 1523271401.2710
MEM 4401.027344 1523271401.3714
MEM 4401.027344 1523271401.4717
MEM 4406.179688 1523271401.5721
MEM 4401.027344 1523271401.6725
MEM 4406.179688 1523271401.7729
MEM 4403.343750 1523271401.8732
MEM 4401.027344 1523271401.9735
MEM 4411.363281 1523271402.0739
MEM 4401.027344 1523271402.1743
MEM 4406.179688 1523271402.2746
MEM 4404.375000 1523271402.3751
MEM 4401.027344 1523271402.4754
MEM 4401.027344 1523271402.5758
MEM 4401.027344 1523271402.6761
MEM 4406.179688 1523271402.7765
MEM 4401.027344 1523271402.8770
MEM 4406.179688 1523271402.9774
MEM 4417.265625 1523271403.0778
MEM 4401.027344 1523271403.1782
MEM 4401.027344 1523271403.2786
MEM 4401.027344 1523271403.3790
MEM 4406.179688 1523271403.4793
MEM 4417.523438 1523271403.5798
MEM 4401.027344 1523271403.6801
MEM 4406.179688 1523271403.7806
MEM 4401.027344 1523271403.8810
MEM 4406.179688 1523271403.9814
MEM 4411.851562 1523271404.0819
MEM 4401.027344 1523271404.1822
MEM 4401.027344 1523271404.2825
MEM 4401.027344 1523271404.3828
MEM 4406.179688 1523271404.4832
MEM 4401.027344 1523271404.5836
MEM 4406.179688 1523271404.6839
MEM 4426.804688 1523271404.7844
MEM 4401.027344 1523271404.8847
MEM 4406.179688 1523271404.9851
MEM 4401.027344 1523271405.0855
MEM 4406.179688 1523271405.1859
MEM 4402.312500 1523271405.2864
MEM 4406.179688 1523271405.3866
MEM 4401.027344 1523271405.4870
MEM 4401.027344 1523271405.5874
MEM 4406.179688 1523271405.6877
MEM 4401.027344 1523271405.7881
MEM 4406.179688 1523271405.8885
MEM 4401.027344 1523271405.9889
MEM 4401.027344 1523271406.0893
MEM 4406.179688 1523271406.1897
MEM 4401.027344 1523271406.2901
MEM 4406.179688 1523271406.3905
MEM 4424.742188 1523271406.4910
MEM 4401.027344 1523271406.5913
MEM 4411.363281 1523271406.6917
MEM 4401.027344 1523271406.7921
MEM 4401.027344 1523271406.8925
MEM 4401.027344 1523271406.9929
MEM 4406.179688 1523271407.0933
MEM 4401.027344 1523271407.1937
MEM 4406.179688 1523271407.2941
MEM 4401.027344 1523271407.3946
MEM 4401.027344 1523271407.4950
MEM 4406.179688 1523271407.5953
MEM 4401.027344 1523271407.6957
MEM 4406.179688 1523271407.7960
MEM 4401.027344 1523271407.8964
MEM 4401.027344 1523271407.9968
MEM 4401.000000 1523271408.0972
MEM 4401.000000 1523271408.1975
MEM 4406.152344 1523271408.2979
MEM 4401.000000 1523271408.3983
MEM 4406.339844 1523271408.4987
MEM 4401.187500 1523271408.5990
MEM 4401.187500 1523271408.6994
MEM 4406.339844 1523271408.7997
MEM 4401.187500 1523271408.9001
MEM 4401.187500 1523271409.0007
MEM 4406.390625 1523271409.1011
MEM 4401.238281 1523271409.2017
MEM 4407.421875 1523271409.3020
MEM 4401.238281 1523271409.4024
MEM 4406.390625 1523271409.5028
MEM 4406.390625 1523271409.6032
MEM 4427.015625 1523271409.7035
MEM 4401.238281 1523271409.8040
MEM 4401.238281 1523271409.9043
MEM 4406.390625 1523271410.0046
MEM 4401.238281 1523271410.1050
MEM 4401.238281 1523271410.2054
MEM 4406.390625 1523271410.3057
MEM 4401.238281 1523271410.4061
MEM 4401.238281 1523271410.5065
MEM 4401.238281 1523271410.6070
MEM 4406.390625 1523271410.7073
MEM 4411.804688 1523271410.8076
MEM 4401.238281 1523271410.9080
MEM 4406.390625 1523271411.0083
MEM 4405.101562 1523271411.1085
MEM 4417.992188 1523271411.2089
MEM 4401.238281 1523271411.3093
MEM 4401.238281 1523271411.4096
MEM 4406.390625 1523271411.5099
MEM 4401.238281 1523271411.6103
MEM 4420.828125 1523271411.7108
MEM 4401.238281 1523271411.8111
MEM 4406.390625 1523271411.9115
MEM 4401.238281 1523271412.0119
MEM 4402.781250 1523271412.1124
MEM 4401.238281 1523271412.2127
MEM 4406.390625 1523271412.3129
MEM 4401.238281 1523271412.4134
MEM 4401.238281 1523271412.5138
MEM 4406.390625 1523271412.6142
MEM 4406.390625 1523271412.7146
MEM 4427.015625 1523271412.8149
MEM 4401.238281 1523271412.9153
MEM 4406.390625 1523271413.0156
MEM 4406.390625 1523271413.1161
MEM 4427.015625 1523271413.2165
MEM 4401.238281 1523271413.3170
MEM 4406.390625 1523271413.4173
MEM 4406.390625 1523271413.5177
MEM 4425.726562 1523271413.6182
MEM 4401.238281 1523271413.7186
MEM 4401.238281 1523271413.8189
MEM 4406.390625 1523271413.9192
MEM 4427.015625 1523271414.0196
MEM 4401.238281 1523271414.1199
MEM 4406.390625 1523271414.2203
MEM 4406.390625 1523271414.3205
MEM 4427.015625 1523271414.4209
MEM 4401.238281 1523271414.5213
MEM 4406.390625 1523271414.6218
MEM 4406.390625 1523271414.7222
MEM 4412.062500 1523271414.8227
MEM 4401.238281 1523271414.9230
MEM 4406.390625 1523271415.0234
MEM 4413.078125 1523271415.1238
MEM 4401.238281 1523271415.2241
MEM 4406.390625 1523271415.3246
MEM 4403.296875 1523271415.4250
MEM 4411.574219 1523271415.5253
MEM 4403.812500 1523271415.6257
MEM 4401.238281 1523271415.7260
MEM 4406.390625 1523271415.8264
MEM 4406.390625 1523271415.9269
MEM 4427.015625 1523271416.0273
MEM 4401.238281 1523271416.1277
MEM 4401.238281 1523271416.2280
MEM 4406.390625 1523271416.3284
MEM 4427.015625 1523271416.4287
MEM 4401.238281 1523271416.5291
MEM 4401.238281 1523271416.6295
MEM 4406.390625 1523271416.7298
MEM 4401.238281 1523271416.8302
MEM 4401.238281 1523271416.9306
MEM 4401.238281 1523271417.0309
MEM 4406.390625 1523271417.1313
MEM 4401.238281 1523271417.2316
MEM 4401.238281 1523271417.3320
MEM 4406.390625 1523271417.4323
MEM 4406.390625 1523271417.5326
MEM 4406.390625 1523271417.6330
MEM 4427.015625 1523271417.7334
MEM 4401.238281 1523271417.8339
MEM 4406.390625 1523271417.9343
MEM 4401.238281 1523271418.0347
MEM 4401.238281 1523271418.1351
MEM 4406.390625 1523271418.2356
MEM 4406.390625 1523271418.3359
MEM 4421.859375 1523271418.4364
MEM 4401.238281 1523271418.5368
MEM 4401.238281 1523271418.6371
MEM 4406.390625 1523271418.7374
MEM 4411.031250 1523271418.8378
MEM 4401.238281 1523271418.9382
MEM 4406.390625 1523271419.0386
MEM 4427.015625 1523271419.1390
MEM 4401.238281 1523271419.2394
MEM 4406.390625 1523271419.3397
MEM 4401.238281 1523271419.4401
MEM 4402.007812 1523271419.5405
MEM 4401.238281 1523271419.6408
MEM 4406.390625 1523271419.7411
MEM 4401.238281 1523271419.8415
MEM 4419.539062 1523271419.9420
MEM 4401.238281 1523271420.0424
MEM 4406.390625 1523271420.1427
MEM 4406.390625 1523271420.2431
MEM 4422.890625 1523271420.3435
MEM 4401.238281 1523271420.4439
MEM 4406.390625 1523271420.5442
MEM 4405.617188 1523271420.6446
MEM 4409.226562 1523271420.7451
MEM 4401.238281 1523271420.8455
MEM 4406.390625 1523271420.9460
MEM 4401.238281 1523271421.0464
MEM 4427.015625 1523271421.1469
MEM 4401.238281 1523271421.2472
MEM 4406.390625 1523271421.3476
MEM 4401.238281 1523271421.4481
MEM 4406.648438 1523271421.5485
MEM 4401.238281 1523271421.6488
MEM 4406.390625 1523271421.7492
MEM 4405.101562 1523271421.8495
MEM 4401.238281 1523271421.9499
MEM 4401.238281 1523271422.0503
MEM 4406.390625 1523271422.1506
MEM 4427.015625 1523271422.2509
MEM 4401.238281 1523271422.3513
MEM 4401.238281 1523271422.4516
MEM 4406.390625 1523271422.5520
MEM 4401.238281 1523271422.6523
MEM 4401.238281 1523271422.7527
MEM 4401.238281 1523271422.8530
MEM 4406.390625 1523271422.9535
MEM 4426.500000 1523271423.0540
MEM 4401.238281 1523271423.1545
MEM 4406.390625 1523271423.2548
MEM 4406.390625 1523271423.3552
MEM 4427.015625 1523271423.4558
MEM 4401.238281 1523271423.5562
MEM 4401.238281 1523271423.6566
MEM 4406.390625 1523271423.7569
MEM 4427.015625 1523271423.8572
MEM 4401.238281 1523271423.9576
MEM 4406.390625 1523271424.0580
MEM 4406.390625 1523271424.1586
MEM 4413.867188 1523271424.2590
MEM 4401.238281 1523271424.3594
MEM 4401.238281 1523271424.4597
MEM 4406.390625 1523271424.5601
MEM 4401.238281 1523271424.6604
MEM 4401.238281 1523271424.7609
MEM 4401.238281 1523271424.8612
MEM 4406.390625 1523271424.9616
MEM 4407.937500 1523271425.0620
MEM 4401.238281 1523271425.1624
MEM 4406.390625 1523271425.2628
MEM 4427.015625 1523271425.3631
MEM 4401.238281 1523271425.4634
MEM 4406.390625 1523271425.5637
MEM 4401.238281 1523271425.6641
MEM 4401.238281 1523271425.7646
MEM 4406.390625 1523271425.8649
MEM 4406.390625 1523271425.9653
MEM 4401.238281 1523271426.0659
MEM 4404.328125 1523271426.1663
MEM 4401.238281 1523271426.2667
MEM 4406.390625 1523271426.3670
MEM 4401.238281 1523271426.4674
MEM 4401.750000 1523271426.5678
MEM 4401.238281 1523271426.6684
MEM 4406.390625 1523271426.7688
MEM 4427.015625 1523271426.8692
MEM 4401.238281 1523271426.9695
MEM 4406.257812 1523271427.0699
MEM 4406.257812 1523271427.1703
MEM 4427.015625 1523271427.2707
MEM 4401.238281 1523271427.3710
MEM 4401.238281 1523271427.4713
MEM 4406.257812 1523271427.5717
MEM 4401.238281 1523271427.6721
MEM 4401.238281 1523271427.7726
MEM 4401.238281 1523271427.8729
MEM 4406.257812 1523271427.9733
MEM 4427.015625 1523271428.0738
MEM 4401.238281 1523271428.1742
MEM 4406.257812 1523271428.2745
MEM 4406.257812 1523271428.3750
MEM 4427.015625 1523271428.4754
MEM 4401.238281 1523271428.5759
MEM 4401.238281 1523271428.6762
MEM 4406.257812 1523271428.7766
MEM 4401.238281 1523271428.8769
MEM 4401.238281 1523271428.9774
MEM 4401.238281 1523271429.0777
MEM 4406.257812 1523271429.1781
MEM 4411.574219 1523271429.2786
MEM 4401.238281 1523271429.3790
MEM 4401.238281 1523271429.4794
MEM 4406.257812 1523271429.5797
MEM 4427.015625 1523271429.6802
MEM 4401.238281 1523271429.7807
MEM 4401.238281 1523271429.8811
MEM 4406.257812 1523271429.9815
MEM 4406.257812 1523271430.0818
MEM 4412.636719 1523271430.1822
MEM 4401.296875 1523271430.2827
MEM 4401.296875 1523271430.3830
MEM 4406.316406 1523271430.4836
MEM 4406.316406 1523271430.5840
MEM 4406.316406 1523271430.6845
MEM 4406.316406 1523271430.7848
MEM 4401.296875 1523271430.8851
MEM 4401.296875 1523271430.9856
MEM 4427.152344 1523271431.0861
MEM 4406.394531 1523271431.1865
MEM 4406.394531 1523271431.2868
MEM 4406.394531 1523271431.3871
MEM 4406.394531 1523271431.4874
MEM 4406.394531 1523271431.5878
MEM 4406.394531 1523271431.6881
MEM 4406.394531 1523271431.7886
MEM 4401.375000 1523271431.8891
MEM 4401.375000 1523271431.9897
MEM 4404.464844 1523271432.0902
MEM 4427.152344 1523271432.1905
MEM 4407.558594 1523271432.2910
MEM 4410.652344 1523271432.3914
MEM 4424.058594 1523271432.4917
MEM 4427.152344 1523271432.5921
MEM 4401.375000 1523271432.6924
MEM 4406.394531 1523271432.7928
MEM 4406.394531 1523271432.8932
MEM 4406.394531 1523271432.9935
MEM 4406.394531 1523271433.0939
MEM 4401.375000 1523271433.1943
MEM 4401.375000 1523271433.2947
MEM 4426.636719 1523271433.3952
MEM 4427.152344 1523271433.4957
MEM 4401.375000 1523271433.5961
MEM 4427.152344 1523271433.6966
MEM 4427.152344 1523271433.7970
MEM 4427.152344 1523271433.8974
MEM 4401.375000 1523271433.9979
MEM 4401.375000 1523271434.0983
MEM 4401.375000 1523271434.1987
MEM 4405.375000 1523271434.2991
MEM 4401.375000 1523271434.3995
MEM 4416.839844 1523271434.4999
MEM 4427.152344 1523271434.6004
MEM 4401.375000 1523271434.7008
MEM 4401.375000 1523271434.8013
MEM 4403.375000 1523271434.9017
MEM 4406.394531 1523271435.0021
MEM 4406.394531 1523271435.1025
MEM 4405.375000 1523271435.2028
MEM 4406.394531 1523271435.3031
MEM 4406.394531 1523271435.4035
MEM 4406.394531 1523271435.5039
MEM 4401.375000 1523271435.6042
MEM 4406.394531 1523271435.7047
MEM 4406.394531 1523271435.8050
MEM 4406.394531 1523271435.9054
MEM 4406.394531 1523271436.0058
MEM 4406.394531 1523271436.1062
MEM 4401.375000 1523271436.2068
MEM 4412.972656 1523271436.3072
MEM 4427.152344 1523271436.4076
MEM 4427.152344 1523271436.5080
MEM 4401.375000 1523271436.6083
MEM 4406.394531 1523271436.7087
MEM 4406.394531 1523271436.8091
MEM 4406.394531 1523271436.9095
MEM 4406.394531 1523271437.0100
MEM 4406.394531 1523271437.1103
MEM 4406.394531 1523271437.2107
MEM 4401.375000 1523271437.3112
MEM 4401.375000 1523271437.4116
MEM 4407.300781 1523271437.5121
MEM 4417.355469 1523271437.6126
MEM 4418.644531 1523271437.7131
MEM 4411.710938 1523271437.8134
MEM 4405.621094 1523271437.9138
MEM 4406.394531 1523271438.0142
MEM 4406.394531 1523271438.1145
MEM 4406.394531 1523271438.2150
MEM 4406.417969 1523271438.3155
MEM 4401.398438 1523271438.4159
MEM 4424.855469 1523271438.5165
MEM 4406.417969 1523271438.6169
MEM 4406.417969 1523271438.7173
MEM 4401.398438 1523271438.8178
