CMDLINE /usr/bin/python3 DQfDTest.py
MEM 785.839844 1523271735.4632
MEM 787.292969 1523271735.5636
MEM 789.097656 1523271735.6640
MEM 790.703125 1523271735.7644
MEM 792.550781 1523271735.8648
MEM 794.140625 1523271735.9652
MEM 797.429688 1523271736.0657
MEM 798.449219 1523271736.1661
MEM 799.964844 1523271736.2666
MEM 801.851562 1523271736.3670
MEM 803.652344 1523271736.4675
MEM 805.335938 1523271736.5679
MEM 807.027344 1523271736.6684
MEM 808.832031 1523271736.7689
MEM 810.515625 1523271736.8694
MEM 810.773438 1523271736.9699
MEM 812.105469 1523271737.0704
MEM 813.886719 1523271737.1709
MEM 815.734375 1523271737.2713
MEM 817.382812 1523271737.3718
MEM 819.187500 1523271737.4722
MEM 820.910156 1523271737.5727
MEM 822.742188 1523271737.6731
MEM 824.304688 1523271737.7736
MEM 826.093750 1523271737.8740
MEM 827.679688 1523271737.9745
MEM 829.320312 1523271738.0749
MEM 831.210938 1523271738.1754
MEM 832.769531 1523271738.2759
MEM 834.503906 1523271738.3763
MEM 836.308594 1523271738.4767
MEM 838.031250 1523271738.5772
MEM 839.566406 1523271738.6776
MEM 853.746094 1523271738.7781
MEM 864.832031 1523271738.8785
MEM 898.089844 1523271738.9790
MEM 908.644531 1523271739.0795
MEM 911.367188 1523271739.1800
MEM 912.292969 1523271739.2805
MEM 948.675781 1523271739.3809
MEM 948.675781 1523271739.4812
MEM 950.777344 1523271739.5816
MEM 949.117188 1523271739.6820
MEM 1015.605469 1523271739.7823
MEM 1018.640625 1523271739.8827
MEM 1022.148438 1523271739.9832
MEM 1025.945312 1523271740.0837
MEM 1033.667969 1523271740.1842
MEM 1060.222656 1523271740.2845
MEM 1068.253906 1523271740.3850
MEM 1070.667969 1523271740.4855
MEM 1061.667969 1523271740.5860
MEM 1060.667969 1523271740.6865
MEM 1060.667969 1523271740.7869
MEM 1063.500000 1523271740.8874
MEM 1062.968750 1523271740.9878
MEM 1064.082031 1523271741.0881
MEM 1064.082031 1523271741.1886
MEM 1064.082031 1523271741.2890
MEM 1064.402344 1523271741.3895
MEM 1064.656250 1523271741.4901
MEM 1065.652344 1523271741.5906
MEM 1066.414062 1523271741.6910
MEM 1067.421875 1523271741.7915
MEM 1068.164062 1523271741.8919
MEM 1069.156250 1523271741.9922
MEM 1069.914062 1523271742.0927
MEM 1070.902344 1523271742.1931
MEM 1071.902344 1523271742.2936
MEM 1072.656250 1523271742.3940
MEM 1073.652344 1523271742.4944
MEM 1074.679688 1523271742.5948
MEM 1075.652344 1523271742.6952
MEM 1076.402344 1523271742.7956
MEM 1077.429688 1523271742.8961
MEM 1078.203125 1523271742.9964
MEM 1079.152344 1523271743.0968
MEM 1079.253906 1523271743.1971
MEM 1080.003906 1523271743.2976
MEM 1081.023438 1523271743.3981
MEM 1082.054688 1523271743.4985
MEM 1082.828125 1523271743.5988
MEM 1083.757812 1523271743.6992
MEM 1084.789062 1523271743.7996
MEM 1085.757812 1523271743.9001
MEM 1085.757812 1523271744.0005
MEM 1086.273438 1523271744.1010
MEM 1086.753906 1523271744.2014
MEM 1087.753906 1523271744.3019
MEM 1088.515625 1523271744.4023
MEM 1089.503906 1523271744.5027
MEM 1090.253906 1523271744.6030
MEM 1091.257812 1523271744.7034
MEM 1092.003906 1523271744.8037
MEM 1093.015625 1523271744.9042
MEM 1094.003906 1523271745.0047
MEM 1094.753906 1523271745.1050
MEM 1095.781250 1523271745.2053
MEM 1096.773438 1523271745.3056
MEM 1097.753906 1523271745.4061
MEM 1098.503906 1523271745.5066
MEM 1099.515625 1523271745.6069
MEM 1100.546875 1523271745.7072
MEM 1101.503906 1523271745.8077
MEM 1102.257812 1523271745.9081
MEM 1103.289062 1523271746.0084
MEM 1104.253906 1523271746.1088
MEM 1105.273438 1523271746.2092
MEM 1106.304688 1523271746.3096
MEM 1107.226562 1523271746.4100
MEM 1107.988281 1523271746.5103
MEM 1109.019531 1523271746.6108
MEM 1109.980469 1523271746.7111
MEM 1110.738281 1523271746.8115
MEM 1111.738281 1523271746.9120
MEM 1112.730469 1523271747.0125
MEM 1113.476562 1523271747.1129
MEM 1114.480469 1523271747.2132
MEM 1114.738281 1523271747.3136
MEM 1114.738281 1523271747.4139
MEM 1115.230469 1523271747.5142
MEM 1115.976562 1523271747.6146
MEM 1116.980469 1523271747.7150
MEM 1117.988281 1523271747.8153
MEM 1118.726562 1523271747.9157
MEM 1119.746094 1523271748.0160
MEM 1120.738281 1523271748.1164
MEM 1121.476562 1523271748.2167
MEM 1122.476562 1523271748.3171
MEM 1123.226562 1523271748.4176
MEM 1124.226562 1523271748.5180
MEM 1125.246094 1523271748.6185
MEM 1126.019531 1523271748.7190
MEM 1126.738281 1523271748.8193
MEM 1127.726562 1523271748.9198
MEM 1128.496094 1523271749.0202
MEM 1129.476562 1523271749.1208
MEM 1130.480469 1523271749.2212
MEM 1131.238281 1523271749.3216
MEM 1131.988281 1523271749.4221
MEM 1132.730469 1523271749.5225
MEM 1133.726562 1523271749.6228
MEM 1134.230469 1523271749.7233
MEM 1135.003906 1523271749.8237
MEM 1135.261719 1523271749.9241
MEM 1165.425781 1523271750.0245
MEM 1182.183594 1523271750.1249
MEM 1181.156250 1523271750.2252
MEM 1181.156250 1523271750.3257
MEM 1186.566406 1523271750.4260
MEM 1191.722656 1523271750.5265
MEM 1191.683594 1523271750.6270
MEM 1221.464844 1523271750.7274
MEM 1229.324219 1523271750.8278
MEM 1229.324219 1523271750.9281
MEM 1229.324219 1523271751.0286
MEM 1230.324219 1523271751.1289
MEM 1231.093750 1523271751.2292
MEM 1231.867188 1523271751.3296
MEM 1232.640625 1523271751.4300
MEM 1233.335938 1523271751.5306
MEM 1234.074219 1523271751.6309
MEM 1234.824219 1523271751.7313
MEM 1235.824219 1523271751.8318
MEM 1236.843750 1523271751.9321
MEM 1237.574219 1523271752.0325
MEM 1238.578125 1523271752.1328
MEM 1239.574219 1523271752.2333
MEM 1240.585938 1523271752.3336
MEM 1241.324219 1523271752.4341
MEM 1242.328125 1523271752.5346
MEM 1243.359375 1523271752.6350
MEM 1244.328125 1523271752.7353
MEM 1244.328125 1523271752.8356
MEM 1244.328125 1523271752.9360
MEM 1244.824219 1523271753.0365
MEM 1245.574219 1523271753.1369
MEM 1246.601562 1523271753.2374
MEM 1247.335938 1523271753.3378
MEM 1248.078125 1523271753.4382
MEM 1249.074219 1523271753.5386
MEM 1250.078125 1523271753.6392
MEM 1250.828125 1523271753.7397
MEM 1251.828125 1523271753.8402
MEM 1252.828125 1523271753.9405
MEM 1253.574219 1523271754.0411
MEM 1254.078125 1523271754.1415
MEM 1255.074219 1523271754.2420
MEM 1256.074219 1523271754.3424
MEM 1256.824219 1523271754.4427
MEM 1257.824219 1523271754.5432
MEM 1258.593750 1523271754.6437
MEM 1259.625000 1523271754.7441
MEM 1260.324219 1523271754.8445
MEM 1261.335938 1523271754.9450
MEM 1262.074219 1523271755.0453
MEM 1263.074219 1523271755.1457
MEM 1263.828125 1523271755.2461
MEM 1264.824219 1523271755.3465
MEM 1265.828125 1523271755.4469
MEM 1266.574219 1523271755.5472
MEM 1267.593750 1523271755.6477
MEM 1268.324219 1523271755.7480
MEM 1269.324219 1523271755.8483
MEM 1270.351562 1523271755.9488
MEM 1271.125000 1523271756.0492
MEM 1272.074219 1523271756.1496
MEM 1273.078125 1523271756.2500
MEM 1273.828125 1523271756.3506
MEM 1274.601562 1523271756.4511
MEM 1275.585938 1523271756.5515
MEM 1276.617188 1523271756.6519
MEM 1277.390625 1523271756.7523
MEM 1278.328125 1523271756.8527
MEM 1279.085938 1523271756.9531
MEM 1280.078125 1523271757.0536
MEM 1281.074219 1523271757.1540
MEM 1281.843750 1523271757.2546
MEM 1282.824219 1523271757.3549
MEM 1283.824219 1523271757.4553
MEM 1284.585938 1523271757.5557
MEM 1285.617188 1523271757.6560
MEM 1286.390625 1523271757.7565
MEM 1287.328125 1523271757.8569
MEM 1288.335938 1523271757.9574
MEM 1288.824219 1523271758.0578
MEM 1288.824219 1523271758.1583
MEM 1288.824219 1523271758.2588
MEM 1289.074219 1523271758.3593
MEM 1289.828125 1523271758.4597
MEM 1290.980469 1523271758.5600
MEM 1291.753906 1523271758.6604
MEM 1292.718750 1523271758.7608
MEM 1293.730469 1523271758.8612
MEM 1294.472656 1523271758.9615
MEM 1295.488281 1523271759.0620
MEM 1296.261719 1523271759.1625
MEM 1297.410156 1523271759.2630
MEM 1298.480469 1523271759.3634
MEM 1299.476562 1523271759.4638
MEM 1300.230469 1523271759.5641
MEM 1300.851562 1523271759.6645
MEM 1301.367188 1523271759.7650
MEM 1302.398438 1523271759.8654
MEM 1308.070312 1523271759.9659
MEM 1343.390625 1523271760.0664
MEM 1384.382812 1523271760.1667
MEM 1383.140625 1523271760.2672
MEM 1383.140625 1523271760.3676
MEM 1383.140625 1523271760.4679
MEM 1389.324219 1523271760.5684
MEM 1414.589844 1523271760.6688
MEM 1416.394531 1523271760.7692
MEM 1416.441406 1523271760.8697
MEM 1416.441406 1523271760.9701
MEM 1468.816406 1523271761.0705
MEM 1452.906250 1523271761.1708
MEM 1452.906250 1523271761.2713
MEM 1453.417969 1523271761.3717
MEM 1454.191406 1523271761.4722
MEM 1455.156250 1523271761.5727
MEM 1455.925781 1523271761.6730
MEM 1456.906250 1523271761.7735
MEM 1457.906250 1523271761.8740
MEM 1458.660156 1523271761.9744
MEM 1459.660156 1523271762.0749
MEM 1460.667969 1523271762.1753
MEM 1461.406250 1523271762.2757
MEM 1462.417969 1523271762.3762
MEM 1463.410156 1523271762.4767
MEM 1464.167969 1523271762.5770
MEM 1465.199219 1523271762.6773
MEM 1466.156250 1523271762.7777
MEM 1467.156250 1523271762.8781
MEM 1467.906250 1523271762.9786
MEM 1468.917969 1523271763.0790
MEM 1469.917969 1523271763.1793
MEM 1470.917969 1523271763.2798
MEM 1471.660156 1523271763.3802
MEM 1472.660156 1523271763.4807
MEM 1473.667969 1523271763.5810
MEM 1474.667969 1523271763.6814
MEM 1475.441406 1523271763.7818
MEM 1476.167969 1523271763.8821
MEM 1477.156250 1523271763.9825
MEM 1477.410156 1523271764.0829
MEM 1478.406250 1523271764.1834
MEM 1479.417969 1523271764.2839
MEM 1480.191406 1523271764.3844
MEM 1481.175781 1523271764.4849
MEM 1482.160156 1523271764.5852
MEM 1482.933594 1523271764.6857
MEM 1483.906250 1523271764.7861
MEM 1484.906250 1523271764.8865
MEM 1485.910156 1523271764.9869
MEM 1486.660156 1523271765.0873
MEM 1487.417969 1523271765.1878
MEM 1488.167969 1523271765.2882
MEM 1488.906250 1523271765.3887
MEM 1489.933594 1523271765.4891
MEM 1490.910156 1523271765.5894
MEM 1491.683594 1523271765.6897
MEM 1492.656250 1523271765.7901
MEM 1493.656250 1523271765.8905
MEM 1494.406250 1523271765.9909
MEM 1494.917969 1523271766.0914
MEM 1494.917969 1523271766.1919
MEM 1494.917969 1523271766.2924
MEM 1494.917969 1523271766.3929
MEM 1495.667969 1523271766.4934
MEM 1496.660156 1523271766.5938
MEM 1497.660156 1523271766.6943
MEM 1498.656250 1523271766.7946
MEM 1499.410156 1523271766.8949
MEM 1500.410156 1523271766.9953
MEM 1501.417969 1523271767.0957
MEM 1502.156250 1523271767.1961
MEM 1503.156250 1523271767.2965
MEM 1503.910156 1523271767.3969
MEM 1504.906250 1523271767.4974
MEM 1505.917969 1523271767.5979
MEM 1506.656250 1523271767.6983
MEM 1507.406250 1523271767.7988
MEM 1508.410156 1523271767.8991
MEM 1509.156250 1523271767.9996
MEM 1509.910156 1523271768.1000
MEM 1510.917969 1523271768.2003
MEM 1511.925781 1523271768.3009
MEM 1512.742188 1523271768.4012
MEM 1513.753906 1523271768.5015
MEM 1514.496094 1523271768.6020
MEM 1515.527344 1523271768.7023
MEM 1516.558594 1523271768.8028
MEM 1517.492188 1523271768.9032
MEM 1518.246094 1523271769.0036
MEM 1518.992188 1523271769.1041
MEM 1519.992188 1523271769.2046
MEM 1520.761719 1523271769.3050
MEM 1522.007812 1523271769.4054
MEM 1523.039062 1523271769.5057
MEM 1523.828125 1523271769.6061
MEM 1524.578125 1523271769.7064
MEM 1525.078125 1523271769.8069
MEM 1525.851562 1523271769.9073
MEM 1526.109375 1523271770.0078
MEM 1537.453125 1523271770.1082
MEM 1583.601562 1523271770.2085
MEM 1583.601562 1523271770.3089
MEM 1582.515625 1523271770.4093
MEM 1582.515625 1523271770.5098
MEM 1582.515625 1523271770.6102
MEM 1585.089844 1523271770.7106
MEM 1613.707031 1523271770.8111
MEM 1635.878906 1523271770.9115
MEM 1637.683594 1523271771.0120
MEM 1638.714844 1523271771.1124
MEM 1637.699219 1523271771.2127
MEM 1637.699219 1523271771.3131
MEM 1686.136719 1523271771.4135
MEM 1761.953125 1523271771.5139
MEM 1755.972656 1523271771.6144
MEM 1755.972656 1523271771.7148
MEM 1756.722656 1523271771.8153
MEM 1757.472656 1523271771.9157
MEM 1758.500000 1523271772.0161
MEM 1759.476562 1523271772.1167
MEM 1760.226562 1523271772.2171
MEM 1761.257812 1523271772.3176
MEM 1762.031250 1523271772.4180
MEM 1762.972656 1523271772.5185
MEM 1763.742188 1523271772.6191
MEM 1764.722656 1523271772.7195
MEM 1765.472656 1523271772.8199
MEM 1766.472656 1523271772.9203
MEM 1767.476562 1523271773.0208
MEM 1768.222656 1523271773.1212
MEM 1769.226562 1523271773.2216
MEM 1770.222656 1523271773.3220
MEM 1770.976562 1523271773.4225
MEM 1771.976562 1523271773.5229
MEM 1772.750000 1523271773.6234
MEM 1773.722656 1523271773.7238
MEM 1774.472656 1523271773.8242
MEM 1775.476562 1523271773.9246
MEM 1776.507812 1523271774.0251
MEM 1777.476562 1523271774.1255
MEM 1778.222656 1523271774.2259
MEM 1779.226562 1523271774.3263
MEM 1779.972656 1523271774.4268
MEM 1780.472656 1523271774.5271
MEM 1780.984375 1523271774.6275
MEM 1781.757812 1523271774.7279
MEM 1782.726562 1523271774.8282
MEM 1783.726562 1523271774.9286
MEM 1784.476562 1523271775.0290
MEM 1785.472656 1523271775.1294
MEM 1786.222656 1523271775.2298
MEM 1786.976562 1523271775.3303
MEM 1787.976562 1523271775.4307
MEM 1788.726562 1523271775.5311
MEM 1789.734375 1523271775.6315
MEM 1790.765625 1523271775.7320
MEM 1791.539062 1523271775.8324
MEM 1792.476562 1523271775.9329
MEM 1793.222656 1523271776.0333
MEM 1793.976562 1523271776.1337
MEM 1794.234375 1523271776.2342
MEM 1794.234375 1523271776.3346
MEM 1794.234375 1523271776.4351
MEM 1794.234375 1523271776.5353
MEM 1794.234375 1523271776.6358
MEM 1795.265625 1523271776.7362
MEM 1795.976562 1523271776.8366
MEM 1796.972656 1523271776.9369
MEM 1797.734375 1523271777.0373
MEM 1798.742188 1523271777.1376
MEM 1799.773438 1523271777.2379
MEM 1800.476562 1523271777.3383
MEM 1801.492188 1523271777.4387
MEM 1802.234375 1523271777.5391
MEM 1802.976562 1523271777.6395
MEM 1803.984375 1523271777.7399
MEM 1804.972656 1523271777.8402
MEM 1805.742188 1523271777.9405
MEM 1806.734375 1523271778.0409
MEM 1807.734375 1523271778.1414
MEM 1808.726562 1523271778.2419
MEM 1809.476562 1523271778.3423
MEM 1810.472656 1523271778.4427
MEM 1811.472656 1523271778.5431
MEM 1812.472656 1523271778.6436
MEM 1813.226562 1523271778.7439
MEM 1814.222656 1523271778.8442
MEM 1815.222656 1523271778.9446
MEM 1815.992188 1523271779.0449
MEM 1816.972656 1523271779.1453
MEM 1817.984375 1523271779.2457
MEM 1818.976562 1523271779.3461
MEM 1819.722656 1523271779.4465
MEM 1820.750000 1523271779.5469
MEM 1821.742188 1523271779.6473
MEM 1822.722656 1523271779.7477
MEM 1823.476562 1523271779.8482
MEM 1824.472656 1523271779.9485
MEM 1825.484375 1523271780.0489
MEM 1826.234375 1523271780.1493
MEM 1827.007812 1523271780.2498
MEM 1827.476562 1523271780.3502
MEM 1828.250000 1523271780.4506
MEM 1828.507812 1523271780.5511
MEM 1828.507812 1523271780.6513
MEM 1856.609375 1523271780.7516
MEM 1856.609375 1523271780.8520
MEM 1856.609375 1523271780.9525
MEM 1855.652344 1523271781.0529
MEM 1855.652344 1523271781.1533
MEM 1855.652344 1523271781.2536
MEM 1863.382812 1523271781.3539
MEM 1897.671875 1523271781.4543
MEM 1924.742188 1523271781.5546
MEM 1932.218750 1523271781.6548
MEM 1932.992188 1523271781.7553
MEM 1932.992188 1523271781.8558
MEM 1931.429688 1523271781.9562
MEM 1931.429688 1523271782.0566
MEM 1979.367188 1523271782.1571
MEM 1991.441406 1523271782.2574
MEM 1992.367188 1523271782.3578
MEM 1992.367188 1523271782.4583
MEM 1992.878906 1523271782.5586
MEM 1993.621094 1523271782.6590
MEM 1994.371094 1523271782.7595
MEM 1995.386719 1523271782.8598
MEM 1996.371094 1523271782.9602
MEM 1997.117188 1523271783.0605
MEM 1997.878906 1523271783.1609
MEM 1998.652344 1523271783.2613
MEM 1999.617188 1523271783.3618
MEM 2000.371094 1523271783.4622
MEM 2001.367188 1523271783.5626
MEM 2002.378906 1523271783.6631
MEM 2003.117188 1523271783.7635
MEM 2004.121094 1523271783.8639
MEM 2005.128906 1523271783.9644
MEM 2006.128906 1523271784.0648
MEM 2006.902344 1523271784.1653
MEM 2007.871094 1523271784.2657
MEM 2008.617188 1523271784.3662
MEM 2009.617188 1523271784.4666
MEM 2010.636719 1523271784.5672
MEM 2011.628906 1523271784.6676
MEM 2012.367188 1523271784.7681
MEM 2013.367188 1523271784.8686
MEM 2014.394531 1523271784.9689
MEM 2015.121094 1523271785.0693
MEM 2016.117188 1523271785.1697
MEM 2016.871094 1523271785.2701
MEM 2017.128906 1523271785.3706
MEM 2018.117188 1523271785.4710
MEM 2018.871094 1523271785.5714
MEM 2019.867188 1523271785.6719
MEM 2020.636719 1523271785.7722
MEM 2021.621094 1523271785.8726
MEM 2022.367188 1523271785.9730
MEM 2023.117188 1523271786.0735
MEM 2024.128906 1523271786.1738
MEM 2025.136719 1523271786.2743
MEM 2026.121094 1523271786.3747
MEM 2026.867188 1523271786.4751
MEM 2027.894531 1523271786.5755
MEM 2028.667969 1523271786.6759
MEM 2029.621094 1523271786.7764
MEM 2030.621094 1523271786.8768
MEM 2031.621094 1523271786.9773
MEM 2032.394531 1523271787.0777
MEM 2033.117188 1523271787.1781
MEM 2034.121094 1523271787.2786
MEM 2034.867188 1523271787.3789
MEM 2035.878906 1523271787.4794
MEM 2036.621094 1523271787.5799
MEM 2037.371094 1523271787.6802
MEM 2038.386719 1523271787.7805
MEM 2039.121094 1523271787.8809
MEM 2040.121094 1523271787.9813
MEM 2041.136719 1523271788.0816
MEM 2042.128906 1523271788.1821
MEM 2042.902344 1523271788.2824
MEM 2043.617188 1523271788.3827
MEM 2043.871094 1523271788.4831
MEM 2043.871094 1523271788.5834
MEM 2043.871094 1523271788.6837
MEM 2043.871094 1523271788.7841
MEM 2043.871094 1523271788.8845
MEM 2044.128906 1523271788.9850
MEM 2044.871094 1523271789.0855
MEM 2045.386719 1523271789.1860
MEM 2046.367188 1523271789.2864
MEM 2047.117188 1523271789.3869
MEM 2048.117188 1523271789.4873
MEM 2049.121094 1523271789.5876
MEM 2049.871094 1523271789.6880
MEM 2050.878906 1523271789.7884
MEM 2051.617188 1523271789.8887
MEM 2052.371094 1523271789.9891
MEM 2053.371094 1523271790.0896
MEM 2054.367188 1523271790.1901
MEM 2055.367188 1523271790.2903
MEM 2056.128906 1523271790.3908
MEM 2057.128906 1523271790.4911
MEM 2058.160156 1523271790.5915
MEM 2059.117188 1523271790.6919
MEM 2059.867188 1523271790.7924
MEM 2060.867188 1523271790.8929
MEM 2061.867188 1523271790.9933
MEM 2062.367188 1523271791.0937
MEM 2063.121094 1523271791.1940
MEM 2063.636719 1523271791.2944
MEM 2064.410156 1523271791.3949
MEM 2064.925781 1523271791.4953
MEM 2064.925781 1523271791.5958
MEM 2065.957031 1523271791.6963
MEM 2066.472656 1523271791.7969
MEM 2066.472656 1523271791.8974
MEM 2065.390625 1523271791.9978
MEM 2065.390625 1523271792.0983
MEM 2065.644531 1523271792.1988
MEM 2065.644531 1523271792.2991
MEM 2068.222656 1523271792.3994
MEM 2095.035156 1523271792.4999
MEM 2128.808594 1523271792.6004
MEM 2157.683594 1523271792.7008
MEM 2159.746094 1523271792.8012
MEM 2160.777344 1523271792.9015
MEM 2160.777344 1523271793.0019
MEM 2173.925781 1523271793.1025
MEM 2159.527344 1523271793.2029
MEM 2159.527344 1523271793.3034
MEM 2220.109375 1523271793.4039
MEM 2252.015625 1523271793.5044
MEM 2275.785156 1523271793.6047
MEM 2358.554688 1523271793.7051
MEM 2358.554688 1523271793.8056
MEM 2359.082031 1523271793.9061
MEM 2360.078125 1523271794.0065
MEM 2361.089844 1523271794.1069
MEM 2361.863281 1523271794.2074
MEM 2362.578125 1523271794.3078
MEM 2363.597656 1523271794.4082
MEM 2364.578125 1523271794.5086
MEM 2365.332031 1523271794.6089
MEM 2366.347656 1523271794.7092
MEM 2367.328125 1523271794.8096
MEM 2368.332031 1523271794.9100
MEM 2369.078125 1523271795.0104
MEM 2370.082031 1523271795.1109
MEM 2370.828125 1523271795.2114
MEM 2371.847656 1523271795.3117
MEM 2372.828125 1523271795.4121
MEM 2373.839844 1523271795.5125
MEM 2374.613281 1523271795.6129
MEM 2375.582031 1523271795.7133
MEM 2376.589844 1523271795.8136
MEM 2377.589844 1523271795.9140
MEM 2378.578125 1523271796.0143
MEM 2379.328125 1523271796.1148
MEM 2380.328125 1523271796.2152
MEM 2381.328125 1523271796.3156
MEM 2382.332031 1523271796.4160
MEM 2383.078125 1523271796.5164
MEM 2383.078125 1523271796.6168
MEM 2383.578125 1523271796.7171
MEM 2384.605469 1523271796.8174
MEM 2385.578125 1523271796.9178
MEM 2386.332031 1523271797.0182
MEM 2387.328125 1523271797.1186
MEM 2388.339844 1523271797.2190
MEM 2389.089844 1523271797.3194
MEM 2390.121094 1523271797.4199
MEM 2391.078125 1523271797.5203
MEM 2391.847656 1523271797.6206
MEM 2392.828125 1523271797.7209
MEM 2393.847656 1523271797.8213
MEM 2394.828125 1523271797.9216
MEM 2395.582031 1523271798.0221
MEM 2396.613281 1523271798.1225
MEM 2397.597656 1523271798.2231
MEM 2398.371094 1523271798.3235
MEM 2399.328125 1523271798.4238
MEM 2400.332031 1523271798.5242
MEM 2401.347656 1523271798.6246
MEM 2402.082031 1523271798.7249
MEM 2403.078125 1523271798.8254
MEM 2404.089844 1523271798.9257
MEM 2405.078125 1523271799.0260
MEM 2405.839844 1523271799.1265
MEM 2406.871094 1523271799.2268
MEM 2407.832031 1523271799.3272
MEM 2408.578125 1523271799.4276
MEM 2409.578125 1523271799.5280
MEM 2410.605469 1523271799.6284
MEM 2411.328125 1523271799.7287
MEM 2412.332031 1523271799.8291
MEM 2413.332031 1523271799.9296
MEM 2414.105469 1523271800.0301
MEM 2415.136719 1523271800.1305
MEM 2416.089844 1523271800.2309
MEM 2416.828125 1523271800.3314
MEM 2417.839844 1523271800.4318
MEM 2418.871094 1523271800.5321
MEM 2419.578125 1523271800.6324
MEM 2420.605469 1523271800.7327
MEM 2421.578125 1523271800.8331
MEM 2422.328125 1523271800.9334
MEM 2423.082031 1523271801.0339
MEM 2424.082031 1523271801.1343
MEM 2424.828125 1523271801.2348
MEM 2425.828125 1523271801.3353
MEM 2426.839844 1523271801.4357
MEM 2427.582031 1523271801.5360
MEM 2428.597656 1523271801.6364
MEM 2429.328125 1523271801.7369
MEM 2429.839844 1523271801.8372
MEM 2430.355469 1523271801.9376
MEM 2431.128906 1523271802.0380
MEM 2431.128906 1523271802.1384
MEM 2431.128906 1523271802.2389
MEM 2431.902344 1523271802.3391
MEM 2431.902344 1523271802.4396
MEM 2431.902344 1523271802.5399
MEM 2430.875000 1523271802.6404
MEM 2430.875000 1523271802.7407
MEM 2430.875000 1523271802.8412
MEM 2430.875000 1523271802.9415
MEM 2430.875000 1523271803.0419
MEM 2436.285156 1523271803.1423
MEM 2455.363281 1523271803.2427
MEM 2488.105469 1523271803.3431
MEM 2511.308594 1523271803.4436
MEM 2513.371094 1523271803.5439
MEM 2514.917969 1523271803.6443
MEM 2514.917969 1523271803.7449
MEM 2514.917969 1523271803.8453
MEM 2515.675781 1523271803.9458
MEM 2499.574219 1523271804.0463
MEM 2499.574219 1523271804.1467
MEM 2611.128906 1523271804.2470
MEM 2577.785156 1523271804.3474
MEM 2596.683594 1523271804.4478
MEM 2583.964844 1523271804.5481
MEM 2583.964844 1523271804.6485
MEM 2584.476562 1523271804.7489
MEM 2585.250000 1523271804.8494
MEM 2586.226562 1523271804.9498
